Filename,Baseline,TopMargin,LetterSize,LineSpacing,WordSpacing,PenPressure,SlantAngle
c03-081a.png,0.2,0.0,13.8,3.77,1.59,126.9,180
c03-094b.png,0.16,0.0,15.11,3.17,0.91,172.51,45
g07-028a.png,0.47,0.0,13.29,3.2,0.92,141.98,-15
l01-129.png,0.05,0.0,5.57,9.33,2.26,131.42,-15
g06-018o.png,0.73,0.0,15.4,2.88,1.16,129.74,45
n02-114.png,0.34,0.0,13.67,3.38,1.45,148.12,30
g06-047a.png,-0.39,2.43,10.71,8.32,1.9,137.09,30
g06-047i.png,0.17,2.7,9.25,8.95,2.69,166.33,0
r02-065.png,0.22,0.0,15.43,5.24,0.91,134.96,0
f07-092b.png,0.33,0.0,9.33,5.2,2.04,130.61,15
b05-079.png,0.14,0.0,9.55,5.97,2.22,147.14,0
n02-098.png,0.34,1.76,12.5,3.98,1.13,128.16,180
a06-147.png,0.31,0.0,6.0,9.94,2.74,141.46,180
n03-091.png,-0.33,0.0,8.38,9.07,1.42,147.74,180
n03-066.png,0.12,0.0,8.75,5.64,1.74,153.65,180
g06-047l.png,-0.2,7.0,6.86,13.0,2.4,130.88,0
h07-063b.png,-0.41,0.0,17.7,2.53,1.14,145.34,5
f07-021a.png,0.23,0.0,10.25,4.6,1.23,141.02,-30
a01-058u.png,-0.3,0.0,12.0,4.88,1.73,155.72,180
c03-000f.png,0.09,0.0,13.44,4.98,1.91,140.51,180
h07-051b.png,-0.37,0.0,9.18,5.44,1.62,124.4,45
c03-081d.png,0.05,0.0,15.7,3.41,1.12,174.36,180
c03-016b.png,0.11,0.0,11.8,4.16,1.02,173.52,180
a01-011.png,0.34,0.25,15.71,2.69,0.73,143.87,180
h07-078a.png,-0.51,0.39,18.12,3.9,1.2,172.08,15
b04-116.png,0.11,0.0,12.5,3.61,1.16,170.68,180
e06-000.png,0.17,0.0,11.62,4.08,1.73,128.45,30
c03-084c.png,-0.44,0.0,14.75,5.1,1.87,126.66,0
h07-003.png,-0.29,1.18,10.2,5.82,0.99,162.41,0
d06-113.png,-0.4,0.79,17.75,8.87,0.8,172.58,45
k07-166.png,-0.55,0.0,13.0,3.51,2.31,139.12,30
d04-117.png,0.21,0.0,7.29,10.35,1.16,142.02,180
b06-110.png,-0.03,1.59,15.71,4.5,0.97,148.08,0
b02-097.png,0.5,0.0,12.5,3.66,1.44,166.18,0
g06-011b.png,-0.93,0.0,17.09,2.69,1.27,171.23,180
a03-027.png,0.02,0.0,15.5,9.45,1.62,116.05,0
e01-062.png,0.08,0.0,9.29,5.22,1.73,138.83,180
h07-011.png,0.03,0.0,10.83,10.62,1.39,157.85,0
a02-046.png,0.12,0.0,8.86,5.5,1.63,125.34,-15
g06-037n.png,0.02,0.0,13.18,3.7,1.18,129.62,45
a05-013.png,-0.01,0.0,9.67,7.29,2.09,148.14,-30
p02-090.png,-0.09,0.0,11.78,3.94,1.29,142.62,45
n06-128.png,0.36,0.0,9.25,5.39,2.37,144.97,180
c03-007b.png,0.19,0.0,13.57,3.68,1.6,171.89,180
n04-068.png,0.09,0.0,17.75,2.29,0.69,157.58,30
k07-077.png,0.08,0.0,10.29,4.56,1.66,138.28,15
p03-112.png,-0.21,0.0,13.0,3.35,1.09,130.9,180
f01-143.png,-0.22,0.0,14.43,5.27,1.06,149.64,0
g01-004.png,-0.13,0.0,13.17,3.32,1.33,192.67,0
b06-075.png,-0.18,0.0,11.58,4.04,1.38,125.75,0
d01-080.png,-0.14,3.53,19.57,1.99,0.75,176.31,-15
a01-043.png,-0.19,0.0,13.2,3.61,1.73,149.38,15
b05-038.png,0.59,0.0,13.56,3.34,1.33,187.93,180
c03-084a.png,0.23,0.0,12.67,5.04,2.02,127.04,180
p02-081.png,0.3,0.0,10.5,4.58,1.05,135.64,0
p03-072.png,-0.14,4.7,7.88,9.94,1.32,124.45,0
g06-011e.png,0.17,1.48,13.5,4.44,0.83,181.75,180
a05-044.png,0.09,0.0,9.6,5.0,1.9,145.69,-15
e02-074.png,0.49,0.0,4.9,12.31,2.15,124.98,180
g01-034.png,0.06,0.0,10.33,4.54,2.4,178.42,30
b01-053.png,-0.01,0.0,10.0,6.83,1.53,122.62,0
a01-107.png,-0.15,0.86,11.6,10.88,1.4,133.87,15
g07-018a.png,-0.17,0.0,13.27,3.4,0.77,144.12,-15
a01-000x.png,0.34,0.0,9.0,5.5,2.74,134.05,-5
h06-089.png,0.38,0.0,10.5,4.5,1.78,125.92,0
h02-019.png,-0.16,0.0,8.73,5.88,3.06,148.27,0
f04-016.png,0.33,0.0,17.0,2.6,1.52,190.3,15
a03-073.png,-0.22,0.0,9.91,4.85,2.29,156.81,-15
g06-045k.png,0.35,0.0,12.71,3.53,1.67,164.94,-5
m04-000.png,-0.17,0.0,9.12,5.32,1.61,155.73,15
c06-043.png,1.3,0.25,12.18,4.55,2.52,146.26,0
b04-096.png,0.34,0.0,9.43,5.62,2.07,139.08,0
r03-090.png,-0.13,0.0,9.71,5.01,1.71,122.12,15
c03-081e.png,0.5,0.0,15.6,3.55,1.06,134.2,30
n02-109.png,0.11,0.0,12.25,3.91,1.2,152.24,30
a01-087.png,-0.25,0.0,18.12,2.14,1.15,177.72,15
e07-061.png,-0.15,0.0,10.27,5.37,2.08,142.36,0
a04-089.png,0.22,0.0,11.3,4.33,2.02,159.47,180
r06-137.png,0.26,0.0,9.8,5.18,1.45,137.12,180
e01-055.png,0.14,0.0,16.82,2.84,1.03,177.31,15
k07-146.png,0.12,0.0,14.11,3.06,1.01,136.47,15
a04-054.png,0.02,0.0,13.14,3.58,1.35,157.4,15
a02-032.png,-0.76,0.0,7.71,7.09,2.0,124.88,15
j07-015.png,-0.05,4.43,11.29,7.29,1.77,184.05,180
b05-088.png,0.06,0.0,18.22,3.57,0.73,154.47,30
a01-072u.png,0.12,0.0,10.4,5.73,2.54,153.43,180
g06-045m.png,0.2,0.0,10.67,6.72,1.77,161.41,30
h02-049.png,0.41,0.0,8.71,5.57,1.34,132.97,15
p03-012.png,0.02,0.0,10.78,4.6,1.7,142.57,-30
g06-011f.png,-0.01,0.0,7.88,10.63,2.04,125.96,0
c03-007e.png,0.4,0.0,15.22,4.34,2.06,137.43,180
a01-117.png,0.27,0.19,15.9,3.4,0.75,165.95,30
c06-138.png,0.25,0.0,23.5,1.94,1.3,134.11,0
g04-039.png,-0.04,0.0,13.71,3.27,1.34,185.13,-5
m06-048.png,0.18,0.0,12.0,3.88,1.31,168.63,-15
e04-091.png,0.27,0.0,10.5,8.22,2.08,147.1,0
g04-108.png,0.64,0.0,10.33,4.06,2.17,182.6,180
m02-055.png,0.47,0.0,15.56,3.4,1.53,141.36,-15
c03-000e.png,-0.01,0.0,15.5,4.76,0.97,136.77,30
a01-014x.png,0.59,1.09,9.2,5.58,1.67,120.39,30
c06-111.png,0.0,0.0,11.0,6.8,1.61,123.66,180
a04-050.png,1.04,0.0,12.86,3.81,1.47,157.89,15
b01-094.png,-0.12,0.07,13.44,3.46,1.31,161.99,15
n06-092.png,0.32,0.0,8.25,8.26,2.44,139.1,0
n04-130.png,0.0,1.84,14.67,3.17,1.01,160.06,-5
k02-117.png,0.34,0.0,11.33,4.39,1.48,125.15,-5
a04-047.png,0.33,0.0,13.88,3.36,1.25,160.2,15
g06-047o.png,0.17,1.29,15.56,3.49,1.12,137.11,45
k07-141.png,0.23,1.64,13.38,6.02,1.33,131.28,0
n06-100.png,0.65,0.0,9.78,5.06,1.99,144.95,0
n04-213.png,0.46,0.0,11.43,4.1,1.43,138.63,0
n04-039.png,0.29,0.0,15.17,2.73,0.91,153.82,-5
a06-128.png,0.75,0.0,12.8,3.63,1.43,133.42,0
n02-154.png,-0.22,2.84,9.17,11.2,1.5,135.68,15
f07-073.png,0.02,0.0,11.4,4.24,1.43,131.13,180
f07-006.png,-0.2,0.0,16.14,2.64,1.69,168.52,30
c06-116.png,0.39,0.0,11.92,4.09,2.4,145.01,0
g06-031c.png,-0.06,0.0,8.62,5.81,2.34,151.22,180
g06-045f.png,0.63,1.55,9.67,10.81,1.56,131.45,-30
a03-043.png,0.2,0.0,16.11,2.66,1.76,173.04,0
g06-045h.png,0.27,0.0,10.5,4.48,1.91,143.88,180
m02-095.png,0.2,0.0,12.89,4.32,2.14,159.61,180
p02-008.png,-0.06,1.38,13.0,3.54,1.26,132.1,45
d01-024.png,0.13,0.0,13.0,3.34,0.93,175.39,180
g06-101.png,0.04,0.0,5.0,10.23,2.2,132.15,180
m04-072.png,0.62,0.0,13.4,3.48,1.34,157.44,15
f07-019b.png,-0.03,0.0,13.64,3.77,1.38,146.32,0
d06-100.png,0.09,0.0,19.5,3.65,0.61,140.72,-15
a01-003.png,0.05,0.0,8.44,6.3,2.53,166.44,45
m04-030.png,-0.25,0.0,15.6,6.96,0.66,139.66,-15
k04-054.png,0.01,2.49,16.44,2.89,1.36,181.03,15
m01-000.png,0.02,0.0,16.14,2.62,1.4,127.41,15
l04-082.png,2.07,0.0,15.0,4.05,1.47,151.78,180
d06-030.png,0.2,0.08,12.2,10.66,1.57,126.03,0
m01-026.png,-0.24,0.0,11.38,4.31,1.24,142.09,0
f07-024a.png,-0.1,0.0,10.38,4.57,1.16,139.35,-30
r06-057.png,0.8,1.96,14.78,2.98,1.76,148.09,0
f07-096.png,-0.3,0.0,8.57,11.33,2.27,125.85,15
a05-048.png,0.06,3.82,8.91,5.24,2.7,146.37,180
l07-176.png,0.04,0.0,13.71,3.07,1.03,132.59,-30
g03-052.png,-0.22,0.0,16.36,2.61,1.58,124.29,180
g06-047b.png,0.75,0.0,13.62,5.53,1.4,168.65,180
h02-004.png,-0.25,0.0,9.18,6.09,1.86,128.73,0
l07-085.png,-0.16,0.0,16.25,4.35,1.48,149.65,15
d01-104.png,0.1,0.0,9.11,5.38,1.85,140.45,180
d04-131.png,-0.29,0.0,12.71,3.46,1.49,164.89,-15
b04-140.png,0.14,0.0,12.56,3.89,1.57,150.32,180
e04-019.png,0.02,0.0,11.5,4.33,1.99,152.42,0
a04-039.png,0.08,0.0,10.0,4.9,1.86,136.79,15
a06-036.png,-0.35,0.74,14.88,3.02,0.97,187.99,45
g05-087.png,0.11,0.0,15.67,6.33,1.02,174.0,0
g07-022b.png,-0.03,0.74,13.57,6.71,1.42,146.85,0
a01-049u.png,-1.13,0.0,13.36,3.72,2.4,153.89,180
g06-045d.png,0.25,1.3,12.33,8.61,1.89,160.45,15
g06-037j.png,0.02,0.0,15.82,2.97,1.72,157.46,30
g07-010b.png,-0.03,0.0,8.56,7.82,1.06,144.02,45
p02-000.png,0.43,0.0,14.17,2.74,1.07,144.49,180
g01-083.png,-0.02,0.0,17.64,2.18,0.96,191.7,15
g04-063.png,-0.02,0.0,8.67,5.63,1.63,138.25,-5
c06-080.png,0.59,5.04,13.9,3.76,1.99,148.33,0
a05-009.png,0.29,0.0,11.43,4.04,1.25,129.77,-5
a06-004.png,0.19,0.0,11.56,4.27,2.64,134.36,30
j04-024.png,0.13,1.47,12.9,4.31,1.43,147.41,0
p03-121.png,-0.45,3.54,14.14,6.43,1.28,140.58,0
a02-053.png,0.02,0.0,13.0,3.75,1.74,129.15,180
j01-070.png,0.25,13.68,3.8,35.11,2.41,118.94,0
f07-081a.png,-0.22,0.0,12.9,3.18,1.68,147.15,-15
m03-013.png,0.34,3.0,10.33,9.81,2.26,130.58,0
g06-026c.png,0.48,0.0,8.5,5.9,2.55,151.45,180
e06-030.png,-0.27,0.0,20.09,2.06,0.95,144.43,45
g06-031i.png,-0.03,4.38,9.12,8.16,2.09,170.61,0
a04-000.png,0.22,0.0,17.0,2.4,0.95,166.19,-5
g01-039.png,0.03,0.0,18.3,2.23,1.02,183.8,30
n06-194.png,0.18,0.0,6.86,8.73,2.09,130.4,45
a04-023.png,-0.26,0.0,19.0,2.1,0.76,163.35,15
a01-063u.png,0.31,0.0,11.6,5.2,2.37,153.87,180
e01-018.png,-0.03,0.0,5.56,9.78,1.54,129.71,0
f04-039.png,0.57,0.0,9.88,4.85,1.51,136.09,0
g06-031o.png,0.52,0.0,14.82,2.96,1.32,124.57,45
d06-082.png,0.32,2.05,12.2,10.64,1.6,129.18,0
m03-118.png,0.01,0.0,7.33,5.41,1.55,153.35,180
f04-093.png,-0.11,0.0,14.11,4.0,1.19,148.22,0
d07-085.png,-0.19,0.0,14.25,3.2,1.04,153.37,0
g07-077a.png,-0.13,0.0,13.5,4.24,1.99,134.08,0
e07-094.png,0.19,0.0,10.0,7.36,2.04,159.81,15
b04-169.png,0.37,0.0,10.14,4.86,2.66,158.64,180
l04-087.png,-0.29,0.0,11.6,11.33,1.28,142.75,0
a01-082u.png,-0.42,0.0,11.36,4.54,2.69,152.04,180
j04-098.png,0.35,0.0,14.18,3.16,1.81,157.74,15
c03-003f.png,0.11,0.0,15.11,3.77,2.3,142.45,180
g01-016.png,0.08,0.0,21.25,1.89,1.45,169.01,15
c04-061.png,0.18,0.0,8.71,5.46,1.58,151.84,15
e02-086.png,0.16,0.0,11.22,4.12,1.93,140.53,15
p03-057.png,-0.1,0.0,14.56,3.08,1.07,136.39,180
b05-083.png,-1.34,2.19,12.33,5.29,1.41,127.2,0
b01-073.png,-0.15,0.0,8.0,6.22,2.32,160.49,180
c03-084e.png,0.19,0.0,15.75,4.65,1.64,134.6,180
e04-109.png,0.29,3.81,14.17,4.34,0.98,144.87,0
g06-047n.png,-0.05,0.0,13.11,3.92,1.39,131.49,45
l01-082.png,1.12,0.0,6.25,7.68,1.69,124.15,15
p02-069.png,0.27,0.0,12.9,3.52,1.16,144.4,45
n01-020.png,0.2,0.0,14.6,3.05,1.19,153.83,30
g06-042i.png,0.0,0.0,7.57,13.47,2.2,163.32,0
g06-026i.png,0.02,7.05,9.5,5.0,2.18,172.95,5
n01-036.png,0.0,0.0,6.57,15.22,2.22,123.5,0
n04-218.png,-0.02,0.0,11.22,4.2,1.39,140.43,180
h01-000.png,0.25,0.0,17.91,2.21,0.9,193.4,30
d06-107.png,0.42,0.27,18.45,2.3,1.03,144.34,45
g04-011.png,-0.12,0.0,8.38,6.16,1.95,157.87,5
k03-164.png,-0.19,0.0,8.33,11.62,1.62,122.08,-30
e02-082.png,-0.01,1.92,11.44,4.08,2.63,148.28,180
k07-152.png,-0.46,0.0,11.5,4.08,2.46,130.87,30
h01-018.png,0.08,0.0,11.5,4.1,1.4,166.25,15
b04-154.png,-0.06,0.0,11.75,4.19,1.64,150.62,0
m04-246.png,-0.08,0.0,11.0,4.27,1.22,152.38,15
h02-008.png,0.16,0.0,11.14,4.08,1.71,124.11,0
d04-066.png,0.47,0.0,14.7,3.5,1.42,153.65,5
c04-105.png,0.44,1.75,13.14,3.49,1.48,157.41,45
n04-163.png,1.4,0.0,15.5,2.95,1.09,159.38,-5
m01-049.png,0.42,2.02,9.91,4.99,1.4,126.1,0
a01-087u.png,-0.01,0.0,10.7,5.72,2.15,150.76,180
k07-158.png,-0.23,1.46,11.62,6.52,2.3,129.86,30
k02-023.png,0.07,0.0,20.2,1.69,0.61,140.7,30
r06-103.png,0.18,0.0,7.88,7.44,1.8,135.09,0
j01-059.png,-0.0,0.0,9.0,2.9,2.08,127.62,45
a03-089.png,0.2,0.0,10.67,17.5,2.39,150.79,-15
a03-050.png,-0.14,0.0,10.62,4.36,2.24,169.95,-15
k02-112.png,0.05,0.0,15.0,2.86,1.44,153.27,180
b03-109.png,0.2,0.0,18.89,2.24,0.97,120.92,15
p02-121.png,0.45,0.0,11.57,8.09,1.77,142.75,0
g06-042d.png,0.44,0.0,11.8,5.14,1.51,160.78,15
h07-087.png,-0.1,0.0,10.0,3.87,1.44,181.65,180
g06-018j.png,0.3,0.5,16.12,4.57,1.64,155.2,30
d06-020.png,0.15,2.11,17.1,3.22,1.3,192.67,30
n04-084.png,0.61,0.43,11.57,5.11,1.66,132.29,15
m04-238.png,0.18,0.0,9.57,6.01,1.51,149.86,0
a01-077.png,-0.12,0.0,13.22,3.61,1.44,141.21,15
r06-007.png,-0.04,0.0,10.14,6.68,1.66,140.63,15
a05-022.png,-0.54,0.0,7.78,9.84,2.41,142.7,0
n01-004.png,0.69,0.0,12.0,6.58,1.6,139.46,0
r03-084.png,0.33,0.0,14.5,3.23,1.9,156.54,45
l07-065.png,0.25,0.0,10.4,4.02,1.54,162.11,15
a04-059.png,0.09,0.0,13.43,3.52,1.61,158.64,15
l07-080.png,-0.28,0.0,15.11,2.85,1.51,149.36,15
g04-007.png,-0.06,0.0,9.75,5.17,1.92,163.71,30
m04-138.png,-0.04,0.0,13.8,3.27,0.85,151.68,30
m02-052.png,0.23,0.0,14.57,3.67,1.28,131.35,15
r03-026.png,0.18,0.0,16.73,2.62,1.08,137.07,15
a01-058x.png,-0.11,0.0,18.22,2.25,0.85,142.41,30
a02-000.png,0.27,0.0,11.14,4.85,1.17,123.76,45
k02-036.png,0.25,0.0,11.43,4.21,1.47,130.2,30
g06-047d.png,0.2,0.0,10.83,4.8,1.56,161.9,15
k04-163.png,-0.31,2.84,15.5,4.6,1.61,138.0,180
k04-014.png,-0.37,1.49,9.38,7.15,1.87,159.45,180
p01-147.png,-0.46,0.0,8.83,5.58,2.74,144.12,0
m02-087.png,0.04,0.62,11.38,6.81,1.39,161.98,0
a06-064.png,0.27,0.0,8.5,5.84,2.05,140.03,30
m04-216.png,-0.04,0.16,12.5,3.48,1.55,163.03,15
m01-017.png,0.61,0.0,16.43,2.88,1.06,151.01,30
r06-106.png,0.58,0.0,8.78,5.76,1.82,135.99,0
j04-046.png,0.05,0.55,10.83,4.42,2.0,143.97,0
h07-075.png,-0.76,1.12,10.75,7.02,1.84,142.14,30
e04-034.png,0.25,0.21,9.62,8.47,1.57,124.11,0
m06-056.png,0.35,0.0,13.5,3.25,1.12,171.0,-15
r06-035.png,0.08,0.81,16.14,5.22,2.09,148.57,0
c02-026.png,0.76,6.86,4.67,22.75,3.26,124.0,0
l01-095.png,-0.01,0.0,4.75,13.58,2.33,124.54,180
g06-026a.png,-0.14,0.0,10.17,4.82,1.96,142.13,30
a06-114.png,0.33,0.0,12.67,4.47,3.2,145.28,0
e04-103.png,-0.33,0.0,13.29,3.38,1.38,150.07,180
c01-009.png,-0.18,0.0,15.1,3.0,1.48,133.93,0
e04-038.png,0.1,0.0,9.0,5.17,1.16,126.67,30
n06-182.png,-0.16,9.52,5.25,11.5,2.59,123.46,45
j04-061.png,0.18,6.91,8.83,10.32,2.1,136.93,0
g06-093.png,0.12,0.0,5.14,9.78,2.31,128.1,180
r02-081.png,0.1,0.21,19.0,2.57,0.71,149.25,30
b02-102.png,0.12,0.0,8.17,7.41,2.64,124.55,30
m04-078.png,0.17,2.15,12.56,5.19,1.71,155.3,30
d04-050.png,0.13,0.51,9.83,10.64,1.07,145.37,0
g01-025.png,0.34,0.0,11.2,4.2,1.63,186.93,0
b06-093.png,-0.18,0.12,16.27,2.66,1.46,147.77,0
f07-084a.png,-0.08,5.08,11.62,3.69,2.24,150.6,-15
e07-003.png,-0.56,0.0,11.9,3.9,1.31,128.12,180
b01-027.png,0.04,0.0,13.78,3.35,1.12,139.54,30
k02-067.png,-0.43,0.0,14.33,4.33,1.12,117.4,180
m04-222.png,0.23,0.7,11.43,5.87,1.31,164.82,30
n03-064.png,0.32,0.0,9.83,5.12,2.05,143.55,5
l04-179.png,0.3,0.0,10.25,4.57,1.79,150.25,180
h07-033a.png,-0.01,0.0,12.73,3.62,1.39,159.45,45
l03-004.png,0.1,0.49,14.33,4.08,1.59,121.47,0
b01-044.png,0.21,0.0,7.86,6.2,1.73,122.09,15
c03-016d.png,0.25,0.0,11.73,4.4,1.62,151.79,0
c03-007f.png,-0.01,4.43,14.0,4.15,1.61,144.66,0
p03-080.png,0.08,11.16,4.57,21.72,2.82,125.02,0
g06-050k.png,0.11,0.89,13.56,4.38,2.64,179.26,-5
g06-037g.png,0.65,0.0,13.33,4.42,0.94,152.35,15
c03-021b.png,0.09,5.64,11.0,6.88,1.14,178.01,30
h07-071.png,-0.43,0.0,10.9,4.61,1.63,141.69,30
g06-031r.png,-0.13,0.0,11.86,4.11,1.13,162.43,-5
a03-020.png,0.07,2.66,19.91,1.71,1.24,163.54,30
b04-020.png,0.01,0.0,8.11,6.29,1.63,158.8,-15
j04-053.png,-0.18,0.0,8.0,8.06,2.66,133.03,180
a01-091.png,-0.13,0.0,15.0,3.06,1.8,140.97,15
b06-045.png,-0.36,0.0,16.25,3.14,1.5,145.98,30
f07-076a.png,-0.16,0.0,13.27,3.34,1.54,145.93,-15
g06-037i.png,-0.05,2.52,10.33,6.06,2.28,169.01,0
h02-022.png,0.24,0.0,9.44,7.88,1.87,134.45,0
c03-000b.png,0.2,1.72,14.5,6.47,0.83,179.24,30
f07-039b.png,-0.03,0.49,16.33,3.95,1.72,159.5,0
k07-125.png,0.19,2.33,11.14,8.67,2.0,131.92,0
g04-014.png,-0.07,8.82,8.5,10.75,2.01,162.91,15
n02-016.png,0.32,0.0,10.25,7.27,1.35,150.25,180
e02-021.png,1.18,4.93,4.67,37.86,3.44,120.03,30
f03-182.png,-0.28,0.0,4.0,53.33,3.41,130.3,0
k02-097.png,0.12,0.0,12.22,3.85,2.1,142.29,15
m06-098.png,0.82,3.68,12.5,3.68,1.42,171.53,-15
e04-022.png,-0.23,3.98,11.57,4.46,2.36,151.98,0
c02-089.png,0.49,6.39,6.57,14.2,2.51,154.63,0
b03-087.png,0.09,0.0,13.5,3.12,0.93,190.93,180
d05-040.png,-0.14,0.0,10.0,4.85,1.77,130.19,15
g06-045i.png,0.18,0.0,9.0,9.83,1.88,168.3,15
r06-143.png,0.73,0.0,10.8,12.96,1.83,141.6,5
e07-090.png,-0.43,0.0,11.11,6.41,1.68,174.01,0
k03-180.png,-0.05,0.17,6.0,21.97,2.09,133.7,45
c06-103.png,0.06,0.0,22.7,1.77,1.35,137.99,0
l04-170.png,0.01,1.94,11.86,7.76,1.38,166.69,0
e04-079.png,0.12,0.0,12.0,3.99,3.39,191.6,0
a02-027.png,-0.66,0.0,9.11,6.54,1.68,125.52,15
g06-050n.png,-0.08,0.0,15.55,3.05,1.55,129.31,45
j07-000.png,-0.06,0.0,11.88,3.89,1.09,186.37,15
h01-014.png,0.08,0.0,13.56,3.26,1.15,179.9,0
c03-096d.png,-0.14,0.0,12.44,5.63,1.52,152.23,0
g06-050d.png,0.1,0.0,11.0,4.2,1.54,165.33,15
b04-134.png,0.32,0.0,13.11,3.65,1.49,149.68,180
a06-051.png,0.44,0.0,16.22,2.57,0.99,195.99,15
b05-042.png,0.44,0.0,15.17,2.9,1.13,185.05,180
b05-067.png,0.23,0.0,8.67,12.15,1.63,137.2,45
k02-018.png,0.63,0.0,13.14,3.39,1.64,160.7,30
g07-065.png,-0.06,0.0,14.88,2.97,2.12,136.97,0
b01-038.png,-0.16,0.0,14.18,3.15,0.94,137.21,30
a02-106.png,-0.42,0.0,9.9,5.23,1.65,133.08,15
g06-105.png,0.0,0.0,5.14,9.92,2.35,133.16,180
f01-139.png,0.31,1.98,12.14,6.34,1.73,169.63,15
c03-087f.png,-0.01,0.0,13.1,4.53,1.55,142.94,0
g06-042g.png,0.3,0.0,13.2,4.29,0.86,156.03,15
g06-031m.png,0.19,0.0,9.67,7.22,1.42,164.4,0
n06-201.png,-0.09,0.0,7.17,8.12,2.35,130.57,45
g07-014.png,0.02,0.0,15.29,2.64,0.93,143.63,-15
k04-115.png,0.55,1.74,11.5,6.04,1.84,138.01,0
l01-007.png,-0.04,0.0,12.17,3.49,0.95,167.54,-15
a02-120.png,0.53,0.0,12.55,3.74,1.46,134.12,45
d04-062.png,0.23,0.0,4.8,10.62,1.7,122.92,0
d04-028.png,-0.08,6.6,7.43,11.27,1.87,132.15,0
k04-149.png,-0.0,0.0,13.43,3.31,1.12,162.87,180
e04-119.png,-0.57,0.0,12.6,3.79,1.24,141.27,30
r06-053.png,1.0,0.0,16.0,2.68,1.58,149.55,15
k04-039.png,-0.33,0.46,15.14,5.71,1.45,134.12,0
c04-023.png,0.2,0.0,11.8,3.86,1.22,156.08,-5
n04-156.png,-0.29,0.0,13.44,3.07,1.62,158.43,-5
h07-025.png,-0.33,1.48,12.18,4.29,1.19,131.07,45
b04-181.png,0.21,0.0,10.57,4.64,1.91,148.02,180
l01-105.png,-0.03,0.0,10.0,5.01,3.42,132.71,180
p02-022.png,0.19,0.0,20.78,1.94,0.82,135.7,-5
j04-080.png,0.57,0.0,5.86,10.41,1.68,128.92,0
d07-096.png,-0.58,1.09,11.92,3.84,1.27,148.89,0
c03-094a.png,-0.08,0.0,14.78,4.44,1.32,126.57,0
b06-008.png,-0.08,0.0,15.9,2.81,1.38,152.59,5
e07-112.png,-0.24,0.0,16.0,6.67,1.22,163.34,30
g04-104.png,0.59,0.0,9.89,4.79,1.75,185.84,180
g06-047h.png,0.27,0.0,11.29,4.18,1.59,141.59,180
c03-081c.png,0.27,0.0,17.0,3.65,2.15,125.02,180
g05-098.png,0.1,0.49,8.12,9.11,1.84,135.58,0
h07-007.png,-0.18,0.0,8.82,5.49,1.03,164.27,45
a05-125.png,-0.37,0.0,9.12,7.79,2.44,155.04,-15
l04-052.png,-0.05,0.3,13.4,4.25,1.77,184.16,180
f04-071.png,0.53,0.0,9.8,4.95,1.52,164.02,180
c04-044.png,0.65,0.0,8.0,6.34,1.99,127.9,180
b04-000.png,0.73,0.0,10.71,4.28,1.26,157.74,-15
m01-104.png,-0.53,1.63,14.12,4.91,1.45,120.85,0
m04-061.png,0.0,0.0,16.0,1.96,0.77,137.84,-15
n03-079.png,0.16,0.0,10.0,4.83,2.13,180.16,15
f07-036.png,0.02,0.19,15.62,4.76,1.44,160.81,0
h07-044a.png,-0.28,1.25,8.0,8.75,1.7,121.63,45
m02-083.png,0.17,0.0,9.82,4.73,1.29,138.16,45
k03-157.png,-0.2,3.75,4.8,18.46,3.13,119.7,45
d06-067.png,0.06,0.0,18.44,2.34,1.07,150.28,30
c03-081f.png,0.01,0.0,12.58,3.68,1.51,141.2,0
l07-074.png,0.27,0.0,11.0,3.98,1.47,160.07,15
a02-098.png,-0.03,0.0,14.0,3.18,1.27,164.48,15
c04-122.png,0.69,0.0,10.88,4.51,1.59,143.12,180
b05-071.png,0.0,0.0,7.8,16.62,1.86,132.75,0
b05-062.png,0.1,0.0,7.14,13.98,2.0,135.71,0
r02-137.png,-0.5,0.0,15.56,2.87,0.91,147.45,45
m04-113.png,-0.08,0.0,15.0,2.91,0.87,153.53,30
h07-063a.png,0.29,0.0,12.0,3.86,1.01,151.06,-5
r06-076.png,-0.13,0.0,16.78,3.53,1.56,145.59,15
n02-127.png,-0.13,0.0,10.12,4.86,1.23,147.93,30
g02-065.png,0.08,0.0,14.0,3.51,1.24,140.78,180
d04-037.png,0.26,0.0,13.0,4.38,1.58,135.23,15
a05-073.png,0.23,0.0,10.2,5.74,2.17,144.39,0
c06-039.png,0.02,1.69,10.62,4.38,1.45,156.57,30
k02-029.png,-0.01,0.0,8.4,5.45,1.53,131.27,45
d07-102.png,-0.04,0.0,12.62,5.09,1.12,154.66,0
e02-018.png,0.2,0.0,16.29,2.63,1.51,166.82,180
k03-152.png,0.14,0.0,9.38,4.99,1.53,158.9,30
h06-085.png,0.01,0.0,9.6,5.83,2.1,125.25,0
m02-112.png,0.19,0.21,14.5,6.45,1.24,169.56,30
b06-023.png,0.34,0.0,11.25,3.99,1.56,156.36,45
a05-029.png,-0.49,3.42,8.78,7.24,2.07,143.58,180
f04-035.png,-0.34,0.0,9.0,10.44,1.02,126.61,180
d01-060.png,0.25,0.0,5.88,13.85,1.99,124.14,0
p06-030.png,-0.12,0.0,14.56,3.34,1.76,140.76,30
a06-000.png,0.52,0.0,11.12,6.7,2.75,132.29,15
